	GUIDS		|	Iterations
========================|========================
	HOL:2ABS1087	|	115
	HOL:2ABS1092	|	13
	HOL:2ABS1093	|	14
	HOL:2ABS1094	|	13
	HOL:2ABS1095	|	14
	HOL:2ABS1096	|	10
	HOL:2ABS1097	|	10
	HOL:2ABS1098	|	6
	HOL:2ABS1099	|	6
	HOL:2ABS1100	|	9
	HOL:2ABS1101	|	9
	HOL:2ABS1102	|	50
	HOL:2ABS1103	|	59
	HOL:2ABS1104	|	53
	HOL:2ABS1105	|	53
	HOL:2ABS1106	|	68
	HOL:2ABS1107	|	68
	HOL:2ABS1108	|	29
	HOL:2ABS1109	|	196
	HOL:2ABS1110	|	196
	HOL:2ABS1111	|	41
	HOL:2ABS1112	|	41
	HOL:2ABS1113	|	35
	HOL:2ABS1114	|	151
	HOL:2ABS1115	|	151
	HOL:2ABS1116	|	29
	HOL:2ABS1117	|	29
	HOL:2ABS1118	|	31
	HOL:2ABS1119	|	12
	HOL:2ABS1129	|	42
	HOL:2ABS1136	|	42
	HOL:2ABS1138	|	15
	HOL:2ABS1141	|	23
	HOL:2ABS1143	|	38
	HOL:2ABS1144	|	46
	HOL:2ABS1145	|	103
	HOL:2ABS1146	|	47
	HOL:2ABS1147	|	103
	HOL:2ABS1148	|	498
	HOL:2ABS1149	|	16
	HOL:2ABS1150	|	498
	HOL:2ABS1151	|	51
	HOL:2ABS1153	|	51
	HOL:2ABS1155	|	59
	HOL:2ABS1156	|	308
	HOL:2ABS1158	|	522
	HOL:2ABS1162	|	407
	HOL:2ABS1163	|	71
	HOL:2ABS1164	|	36
	HOL:2ABS1165	|	407
	HOL:2ABS1166	|	91
	HOL:2ABS1168	|	44
	HOL:2ABS1169	|	46
	HOL:2ABS1171	|	46
	HOL:2ABS1172	|	46
	HOL:2ABS1173	|	344
	HOL:2ABS1174	|	46
	HOL:2ABS1175	|	43
	HOL:2ABS1176	|	22
	HOL:2ABS1185	|	70
	HOL:2ABS1193	|	89
	HOL:2ABS1199	|	8
	HOL:2ABS1206	|	8
	HOL:2ABS1212	|	6
	HOL:2ABS1213	|	90
	HOL:2ABS1215	|	89
	HOL:2ABS1218	|	91
	HOL:2ABS1227	|	70
	HOL:2ABS1228	|	102
	HOL:2ABS1231	|	13
	HOL:2ABS1234	|	55
	HOL:2ABS1235	|	9
	HOL:2ABS1236	|	25
	HOL:2ABS1238	|	49
	HOL:2ABS1239	|	5
	HOL:2ABS1240	|	62
	HOL:2ABS1242	|	5
	HOL:2ABS1243	|	56
	HOL:2ABS1244	|	9
	HOL:2ABS1245	|	9
	HOL:2ABS1246	|	76
	HOL:2ABS1247	|	215
	HOL:2ABS1248	|	9
	HOL:2ABS1250	|	25
	HOL:2ABS1251	|	25
	HOL:2ABS1252	|	14
	HOL:2ABS1253	|	48
	HOL:2ABS1257	|	96
	HOL:2ABS1258	|	18
	HOL:2ABS1259	|	219
	HOL:2ABS1265	|	104
	HOL:2ABS1267	|	72
	HOL:2ABS1268	|	271
	HOL:2ABS1269	|	149
	HOL:2ABS1273	|	72
	HOL:2ABS1274	|	185
	HOL:2ABS1275	|	185
	HOL:2ABS1276	|	12
	HOL:2ABS1277	|	41
	HOL:2ABS1278	|	11
	HOL:2ABS1279	|	215
	HOL:2ABS1280	|	31
	HOL:2ABS1281	|	26
	HOL:2ABS1282	|	2
	HOL:2ABS1283	|	131
	HOL:2ABS1284	|	14
	HOL:2ABS1286	|	42
	HOL:2ABS1289	|	161
	HOL:2ABS1290	|	7
	HOL:2ABS1293	|	5
	HOL:2ABS1295	|	12
	HOL:2ABS1296	|	20
	HOL:2ABS1301	|	53
	HOL:2ABS1303	|	53
	HOL:2ABS1305	|	42
	HOL:2ABS1309	|	8
	HOL:2ABS1312	|	82
	HOL:2ABS1313	|	82
	HOL:2ABS1314	|	13
	HOL:2ABS1317	|	9
	HOL:2ABS1323	|	14
	HOL:2ABS1324	|	46
	HOL:2ABS1326	|	16
	HOL:2ABS1327	|	25
	HOL:2ABS1328	|	16
	HOL:2ABS1331	|	13
	HOL:2ABS1332	|	16
	HOL:2ABS1341	|	16
	HOL:2ABS1342	|	59
	HOL:2ABS1343	|	8
	HOL:2ABS1349	|	16
	HOL:2ABS1351	|	2446
	HOL:2ABS1355	|	82
	HOL:2ABS1365	|	43
	HOL:2ABS1366	|	43
	HOL:2ABS1369	|	59
	HOL:2ABS1370	|	59
	HOL:2ABS1378	|	1530
	HOL:2ABS1379	|	304
	HOL:2ABS1381	|	16
	HOL:2ABS1382	|	16
	HOL:2ABS1383	|	304
	HOL:2ABS1385	|	6
	HOL:2ABS1394	|	42
	HOL:2ABS1396	|	19
	HOL:2ABS1399	|	16
	HOL:2ABS1401	|	24
	HOL:2ABS1402	|	4
	HOL:2ABS1404	|	24
	HOL:2ABS1406	|	16
	HOL:2ABS1407	|	24
	HOL:2ABS1408	|	4
	HOL:2ABS1412	|	99
	HOL:2ABS1414	|	218
	HOL:2ABS1415	|	133
	HOL:2ABS1417	|	98
	HOL:2ABS1418	|	72
	HOL:2ABS1419	|	129
	HOL:2ABS1421	|	218
	HOL:2ABS1422	|	43
	HOL:2ABS1424	|	43
	HOL:2ABS1426	|	88
	HOL:2ABS1428	|	115
	HOL:2ABS1429	|	133
	HOL:2ABS1430	|	133
	HOL:2ABS1431	|	8
	HOL:2ABS1433	|	21
	HOL:2ABS1434	|	109
	HOL:2ABS1435	|	109
	HOL:2ABS1437	|	21
	HOL:2ABS1438	|	643
	HOL:2ABS1439	|	12
	HOL:2ABS1440	|	67
	HOL:2ABS1445	|	643
	HOL:2ABS1446	|	12
	HOL:2ABS1447	|	67
	HOL:2ABS1452	|	5
	HOL:2ABS1453	|	5
	HOL:2ABS1455	|	16
	HOL:2ABS1459	|	71
	HOL:2ABS1461	|	35
	HOL:2ABS1480	|	2
	HOL:2ABS1486	|	9
	HOL:2ABS1487	|	20
	HOL:2ABS1492	|	6
	HOL:2ABS1508	|	4
	HOL:2ABS1510	|	14
	HOL:2ABS1511	|	14
	HOL:2ABS1513	|	28
	HOL:2ABS1514	|	28
	HOL:2ABS1516	|	11
	HOL:2ABS1520	|	5
	HOL:2ABS1521	|	5
	HOL:2ABS1529	|	13
	HOL:2ABS1536	|	201
	HOL:2ABS1537	|	132
	HOL:2ABS1538	|	89
	HOL:2ABS1542	|	1425
	HOL:2ABS1543	|	1885
	HOL:2ABS1547	|	4146
	HOL:2ABS1549	|	217
	HOL:2ABS1550	|	217
	HOL:2ABS1551	|	49
	HOL:2ABS1556	|	58
	HOL:2ABS1557	|	58
	HOL:2ABS1562	|	86
	HOL:2ABS1563	|	15
	HOL:2ABS1564	|	15
	HOL:2ABS1566	|	43
	HOL:2ABS1568	|	41
	HOL:2ABS1569	|	41
	HOL:2ABS1583	|	2
	HOL:2ABS1591	|	97
	HOL:2ABS1592	|	247
	HOL:2ABS1600	|	41
	HOL:2ABS1601	|	30
	HOL:2ABS1619	|	26
	HOL:2ABS1620	|	4
	HOL:2ABS1621	|	19
	HOL:2ABS1624	|	8
	HOL:2ABS1625	|	46
	HOL:2ABS1627	|	4
	HOL:2ABS1628	|	16
	HOL:2ABS1629	|	18
	HOL:2ABS1633	|	29
	HOL:2ABS1650	|	6
	HOL:2ABS1654	|	5
	HOL:2ABS1655	|	5
	HOL:2ABS1656	|	5
	HOL:2ABS1657	|	5
	HOL:2ABS1658	|	10
	HOL:2ABS1659	|	10
	HOL:2ABS1662	|	12
	HOL:2ABS1663	|	12
	HOL:2ABS1665	|	32
	HOL:2ABS1666	|	50
	HOL:2ABS1667	|	50
	HOL:2ABS1668	|	28
	HOL:2ABS1669	|	28
	HOL:2ABS1670	|	85
	HOL:2ABS1671	|	42
	HOL:2ABS1672	|	42
	HOL:2ABS1673	|	43
	HOL:2ABS1674	|	43
	HOL:2ABS1676	|	6
	HOL:2ABS1683	|	16
	HOL:2ABS1708	|	3
	HOL:2ABS1709	|	3
	HOL:2ABS1723	|	38
	HOL:2ABS1724	|	4
	HOL:2ABS1725	|	4
	HOL:2ABS1726	|	49
	HOL:2ABS1727	|	122
	HOL:2ABS1730	|	44
	HOL:2ABS1743	|	16
	HOL:2ABS1750	|	67
	HOL:2ABS1756	|	18
	HOL:2ABS1757	|	18
	HOL:2ABS1758	|	18
	HOL:2ABS1759	|	42
	HOL:2ABS1771	|	42
	HOL:2ABS1772	|	12
	HOL:2ABS1773	|	42
	HOL:2ABS1774	|	2
	HOL:2ABS1775	|	2
	HOL:2ABS1784	|	28
	HOL:2ABS1799	|	38
	HOL:2ABS1800	|	9
	HOL:2ABS1801	|	9
	HOL:2ABS1802	|	304
	HOL:2ABS1803	|	304
	HOL:2ABS1810	|	97
	HOL:2ABS1819	|	42
	HOL:2ABS1821	|	41
	HOL:2ABS1824	|	17
	HOL:2ABS1825	|	14
	HOL:2ABS1829	|	10
	HOL:2ABS1831	|	31
	HOL:2ABS1832	|	29
	HOL:2ABS1833	|	29
	HOL:2ABS1834	|	45
	HOL:2ABS1835	|	80
	HOL:2ABS1836	|	86
	HOL:2ABS1837	|	74
	HOL:2ABS1838	|	74
	HOL:2ABS1839	|	8
	HOL:2ABS1840	|	8
	HOL:2ABS1849	|	25
	HOL:2ABS1850	|	87
	HOL:2ABS1851	|	28
	HOL:2ABS1852	|	54
	HOL:2ABS1853	|	54
	HOL:2ABS1854	|	44
	HOL:2ABS1866	|	35
	HOL:2ABS1867	|	35
	HOL:2ABS1868	|	20
	HOL:2ABS1873	|	1
	HOL:2ABS1880	|	185
	HOL:2ABS1889	|	4
	HOL:2ABS1892	|	93
	HOL:2ABS1899	|	43
	HOL:2ABS1901	|	540
	HOL:2ABS1903	|	70
	HOL:2ABS1905	|	70
	HOL:2ABS1910	|	46
	HOL:2ABS1911	|	46
	HOL:2ABS1913	|	46
	HOL:2ABS1914	|	120
	HOL:2ABS1942	|	32
	HOL:2ABS1947	|	19
	HOL:2ABS1948	|	6
	HOL:2ABS1968	|	17
	HOL:2ABS1990	|	104
	HOL:2ABS1992	|	97
	HOL:2ABS1997	|	218
	HOL:2ABS1998	|	218
	HOL:2ABS1999	|	218
	HOL:2ABS2000	|	41
	HOL:2ABS2004	|	8
	HOL:2ABS2006	|	58
	HOL:2ABS2007	|	46
	HOL:2ABS2013	|	323
	HOL:2ABS2028	|	32
	HOL:2ABS2029	|	32
	HOL:2ABS2040	|	20
	HOL:2ABS2057	|	215
	HOL:2ABS2059	|	34
	HOL:2ABS2060	|	18
	HOL:2ABS2061	|	24
	HOL:2ABS2062	|	20
	HOL:2ABS2081	|	34
	HOL:2ABS2082	|	24
	HOL:2ABS2099	|	46
	HOL:2ABS2101	|	8
	HOL:2ABS2116	|	46
	HOL:2ABS2118	|	51
	HOL:2ABS2119	|	54
	HOL:2ABS2120	|	54
	HOL:2ABS2121	|	159
	HOL:2ABS2122	|	261
	HOL:2ABS2123	|	95
	HOL:2ABS2124	|	88
	HOL:2ABS2125	|	88
	HOL:2ABS2126	|	40
	HOL:2ABS2127	|	40
	HOL:2ABS2128	|	2
	HOL:2ABS2129	|	62
	HOL:2ABS2130	|	75
	HOL:2ABS2131	|	216
	HOL:2ABS2132	|	24
	HOL:2ABS2133	|	31
	HOL:2ABS2134	|	116
	HOL:2ABS2135	|	75
	HOL:2ABS2137	|	20
	HOL:2ABS2138	|	37
	HOL:2ABS2139	|	30
	HOL:2ABS2153	|	5
	HOL:2ABS2162	|	73
	HOL:2ABS2178	|	7
	HOL:2ABS2181	|	2
	HOL:2ABS2183	|	15
	HOL:2ABS2188	|	25
	HOL:2ABS2189	|	11
	HOL:2ABS2190	|	52
	HOL:2ABS2194	|	15
	HOL:2ABS2197	|	11
	HOL:2ABS2199	|	47
	HOL:2ABS2201	|	34
	HOL:2ABS2202	|	25
	HOL:2ABS2203	|	11
	HOL:2ABS2204	|	52
	HOL:2ABS2210	|	47
	HOL:2ABS2212	|	47
	HOL:2ABS2213	|	6
	HOL:2ABS2221	|	47
	HOL:2ABS2223	|	47
	HOL:2ABS2224	|	34
	HOL:2ABS2225	|	6
	HOL:2ABS2233	|	10
	HOL:2ABS2235	|	11
	HOL:2ABS2238	|	24
	HOL:2ABS2241	|	183
	HOL:2ABS2244	|	3
	HOL:2ABS2267	|	165
	HOL:2ABS2268	|	32
	HOL:2ABS2269	|	13
	HOL:2ABS2270	|	661
	HOL:2ABS2277	|	18
	HOL:2ABS2278	|	20
	HOL:2ABS2284	|	268
	HOL:2ABS2285	|	31
	HOL:2ABS2286	|	213
	HOL:2ABS2287	|	213
	HOL:2ABS2288	|	161
	HOL:2ABS2289	|	341
	HOL:2ABS2290	|	124
	HOL:2ABS2291	|	196
	HOL:2ABS2292	|	124
	HOL:2ABS2293	|	182
	HOL:2ABS2294	|	182
	HOL:2ABS2295	|	24
	HOL:2ABS2296	|	9
	HOL:2ABS2389	|	21
	HOL:2ABS2390	|	606
	HOL:2ABS2391	|	606
	HOL:2ABS2392	|	155
	HOL:2ABS2396	|	18
	HOL:2ABS2398	|	1304
	HOL:2ABS2399	|	16
	HOL:2ABS2403	|	260
	HOL:2ABS2404	|	222
	HOL:2ABS2406	|	8
	HOL:2ABS2407	|	15
	HOL:2ABS2409	|	34
	HOL:2ABS2410	|	8
	HOL:2ABS2411	|	17
	HOL:2ABS2412	|	26
	HOL:2ABS2413	|	13
	HOL:2ABS2415	|	28
	HOL:2ABS2416	|	32
	HOL:2ABS2418	|	8
	HOL:2ABS2419	|	17
	HOL:2ABS2420	|	41
	HOL:2ABS2421	|	32
	HOL:2ABS2424	|	20
	HOL:2ABS2425	|	15
	HOL:2ABS2429	|	20
	HOL:2ABS2432	|	42
	HOL:2ABS2434	|	262
	HOL:2ABS2437	|	147
	HOL:2ABS2439	|	147
	HOL:2ABS2440	|	51
	HOL:2ABS2441	|	51
	HOL:2ABS2444	|	28
	HOL:2ABS2445	|	28
	HOL:2ABS2446	|	71
	HOL:2ABS2447	|	36
	HOL:2ABS2449	|	36
	HOL:2ABS2451	|	16
	HOL:2ABS2454	|	16
	HOL:2ABS2455	|	84
	HOL:2ABS2457	|	84
	HOL:2ABS2458	|	11
	HOL:2ABS2460	|	55
	HOL:2ABS2463	|	93
	HOL:2ABS2464	|	35
	HOL:2ABS2468	|	12
	HOL:2ABS2469	|	12
	HOL:2ABS2470	|	71
	HOL:2ABS2471	|	71
	HOL:2ABS2472	|	61
	HOL:2ABS2474	|	266
	HOL:2ABS2475	|	218
	HOL:2ABS2476	|	275
	HOL:2ABS2478	|	98
	HOL:2ABS2479	|	116
	HOL:2ABS2480	|	20
	HOL:2ABS2481	|	24
	HOL:2ABS2482	|	24
	HOL:2ABS2483	|	14
	HOL:2ABS2484	|	19
	HOL:2ABS2485	|	62
	HOL:2ABS2486	|	133
	HOL:2ABS2487	|	116
	HOL:2ABS2488	|	8
	HOL:2ABS2489	|	9
	HOL:2ABS2492	|	26
	HOL:2ABS2497	|	26
	HOL:2ABS2498	|	92
	HOL:2ABS2500	|	41
	HOL:2ABS2504	|	56
	HOL:2ABS2505	|	42
	HOL:2ABS2506	|	92
	HOL:2ABS2507	|	329
	HOL:2ABS2508	|	12
	HOL:2ABS2517	|	47
	HOL:2ABS2520	|	6
	HOL:2ABS2522	|	34
	HOL:2ABS2525	|	232
	HOL:2ABS2526	|	77
	HOL:2ABS2527	|	280
	HOL:2ABS2528	|	77
	HOL:2ABS2529	|	221
	HOL:2ABS2530	|	280
	HOL:2ABS2531	|	280
	HOL:2ABS2532	|	77
	HOL:2ABS2535	|	121
	HOL:2ABS2540	|	109
	HOL:2ABS2541	|	32
	HOL:2ABS2542	|	79
	HOL:2ABS2546	|	61
	HOL:2ABS2547	|	61
	HOL:2ABS2548	|	17
	HOL:2ABS2549	|	17
	HOL:2ABS2550	|	20
	HOL:2ABS2551	|	20
	HOL:2ABS2552	|	20
	HOL:2ABS2559	|	232
	HOL:2ABS2560	|	19
	HOL:2ABS2561	|	19
	HOL:2ABS2562	|	27
	HOL:2ABS2563	|	21
	HOL:2ABS2564	|	53
	HOL:2ABS2567	|	21
	HOL:2ABS2568	|	62
	HOL:2ABS2569	|	31
	HOL:2ABS2570	|	38
	HOL:2ABS2571	|	9
	HOL:2ABS2572	|	111
	HOL:2ABS2573	|	96
	HOL:2ABS2574	|	96
	HOL:2ABS2575	|	96
	HOL:2ABS2576	|	96
	HOL:2ABS2577	|	11
	HOL:2ABS2578	|	57
	HOL:2ABS2580	|	9
	HOL:2ABS2583	|	61
	HOL:2ABS2584	|	46
	HOL:2ABS2585	|	46
	HOL:2ABS2587	|	31
	HOL:2ABS2590	|	328
	HOL:2ABS2591	|	61
	HOL:2ABS2592	|	328
	HOL:2ABS2593	|	344
	HOL:2ABS2594	|	344
	HOL:2ABS2597	|	503
	HOL:2ABS2598	|	194
	HOL:2ABS2599	|	309
	HOL:2ABS2600	|	12
	HOL:2ABS2601	|	59
	HOL:2ABS2605	|	325
	HOL:2ABS2606	|	36
	HOL:2ABS2608	|	22
	HOL:2ABS2609	|	32
	HOL:2ABS2611	|	32
	HOL:2ABS2612	|	215
	HOL:2ABS2613	|	79
	HOL:2ABS2614	|	215
	HOL:2ABS2615	|	292
	HOL:2ABS2616	|	145
	HOL:2ABS2618	|	40
	HOL:2ABS2620	|	26
	HOL:2ABS2622	|	21
	HOL:2ABS2623	|	60
	HOL:2ABS2624	|	19
	HOL:2ABS2625	|	120
	HOL:2ABS2626	|	120
	HOL:2ABS2627	|	40
	HOL:2ABS2628	|	8
	HOL:2ABS2629	|	47
	HOL:2ABS2632	|	74
	HOL:2ABS2634	|	30
	HOL:2ABS2635	|	30
	HOL:2ABS2640	|	45
	HOL:2ABS2641	|	58
	HOL:2ABS2642	|	58
	HOL:2ABS2643	|	41
	HOL:2ABS2646	|	14
	HOL:2ABS2647	|	30
	HOL:2ABS2648	|	41
	HOL:2ABS2649	|	14
	HOL:2ABS2650	|	51
	HOL:2ABS2651	|	61
	HOL:2ABS2652	|	30
	HOL:2ABS2654	|	14
	HOL:2ABS2655	|	14
	HOL:2ABS2656	|	47
	HOL:2ABS2657	|	13
	HOL:2ABS2658	|	13
	HOL:2ABS2659	|	184
	HOL:2ABS2660	|	97
	HOL:2ABS2661	|	97
	HOL:2ABS2663	|	262
	HOL:2ABS2664	|	262
	HOL:2ABS2665	|	68
	HOL:2ABS2666	|	34
	HOL:2ABS2667	|	127
	HOL:2ABS2668	|	68
	HOL:2ABS2669	|	135
	HOL:2ABS2671	|	36
	HOL:2ABS2672	|	27
	HOL:2ABS2673	|	12
	HOL:2ABS2674	|	196
	HOL:2ABS2675	|	16
	HOL:2ABS2676	|	70
	HOL:2ABS2678	|	725
	HOL:2ABS2679	|	2342
	HOL:2ABS2681	|	6
	HOL:2ABS2682	|	7
	HOL:2ABS2683	|	60
	HOL:2ABS2684	|	60
	HOL:2ABS2685	|	62
	HOL:2ABS2686	|	69
	HOL:2ABS2694	|	24
	HOL:2ABS2695	|	628
	HOL:2ABS2697	|	19
	HOL:2ABS2698	|	19
	HOL:2ABS2702	|	215
	HOL:2ABS2703	|	123
	HOL:2ABS2704	|	21
	HOL:2ABS2705	|	3
	HOL:2ABS2708	|	12
	HOL:2ABS2710	|	287
	HOL:2ABS2713	|	14
	HOL:2ABS2714	|	293
	HOL:2ABS2715	|	385
	HOL:2ABS2716	|	123
	HOL:2ABS2718	|	40
	HOL:2ABS2719	|	40
	HOL:2ABS2721	|	48
	HOL:2ABS2722	|	48
	HOL:2ABS2723	|	48
	HOL:2ABS2727	|	83
	HOL:2ABS2728	|	83
	HOL:2ABS2729	|	45
	HOL:2ABS2730	|	156
	HOL:2ABS2732	|	64
	HOL:2ABS2734	|	115
	HOL:2ABS2735	|	115
	HOL:2ABS2737	|	18
	HOL:2ABS2739	|	29
	HOL:2ABS2747	|	30
	HOL:2ABS2756	|	149
	HOL:2ABS2759	|	69
	HOL:2ABS2761	|	156
	HOL:2ABS2765	|	32
	HOL:2ABS2766	|	53
	HOL:2ABS2767	|	4
	HOL:2ABS2768	|	4
	HOL:2ABS2801	|	6
	HOL:2ABS2812	|	55
	HOL:2ABS2828	|	58
	HOL:2ABS2829	|	251
	HOL:2ABS2830	|	404
	HOL:2ABS2833	|	28
	HOL:2ABS2834	|	179
	HOL:2ABS2835	|	61
	HOL:2ABS2836	|	82
	HOL:2ABS2838	|	179
	HOL:2ABS2839	|	69
	HOL:2ABS2840	|	82
	HOL:2ABS2841	|	15
	HOL:2ABS2842	|	220
	HOL:2ABS2844	|	53
	HOL:2ABS2845	|	142
	HOL:2ABS2846	|	955
	HOL:2ABS2847	|	53
	HOL:2ABS2850	|	412
	HOL:2ABS2851	|	412
	HOL:2ABS2852	|	371
	HOL:2ABS2853	|	115
	HOL:2ABS2854	|	136
	HOL:2ABS2856	|	153
	HOL:2ABS2859	|	153
	HOL:2ABS2860	|	267
	HOL:2ABS2862	|	395
	HOL:2ABS2866	|	71
	HOL:2ABS2868	|	170
	HOL:2ABS2871	|	1475
	HOL:2ABS2873	|	30
	HOL:2ABS2874	|	8
	HOL:2ABS2875	|	56
	HOL:2ABS2880	|	114
	HOL:2ABS2881	|	114
	HOL:2ABS2886	|	51
	HOL:2ABS2890	|	51
	HOL:2ABS2891	|	6
	HOL:2ABS2894	|	22
	HOL:2ABS2896	|	30
	HOL:2ABS2898	|	955
	HOL:2ABS2901	|	31
	HOL:2ABS2903	|	134
	HOL:2ABS2906	|	57
	HOL:2ABS2909	|	72
	HOL:2ABS2910	|	132
	HOL:2ABS2911	|	132
	HOL:2ABS2913	|	275
	HOL:2ABS2918	|	267
	HOL:2ABS2920	|	273
	HOL:2ABS2921	|	72
	HOL:2ABS2922	|	276
	HOL:2ABS2925	|	150
	HOL:2ABS2926	|	41
	HOL:2ABS2930	|	86
	HOL:2ABS2935	|	43
	HOL:2ABS2956	|	58
	HOL:2ABS2962	|	117
	HOL:2ABS2964	|	117
	HOL:2ABS2968	|	32
	HOL:2ABS2969	|	32
	HOL:2ABS2981	|	36
	HOL:2ABS2982	|	36
	HOL:2ABS2989	|	45
	HOL:2ABS2992	|	113
	HOL:2ABS2995	|	62
	HOL:2ABS2996	|	134
	HOL:2ABS2997	|	70
	HOL:2ABS2998	|	70
	HOL:2ABS3007	|	26
	HOL:2ABS3008	|	25
	HOL:2ABS3009	|	51
	HOL:2ABS3013	|	58
	HOL:2ABS3015	|	62
	HOL:2ABS3024	|	102
	HOL:2ABS3048	|	55
	HOL:2ABS3059	|	35
	HOL:2ABS3063	|	14
	HOL:2ABS3100	|	44
	HOL:2ABS3105	|	1270
	HOL:2ABS3111	|	332
	HOL:2ABS3114	|	246
	HOL:2ABS3117	|	17
	HOL:2ABS3119	|	7
	HOL:2ABS3120	|	16
	HOL:2ABS3128	|	48
	HOL:2ABS3130	|	100
	HOL:2ABS3145	|	2
	HOL:2ABS3146	|	2
	HOL:2ABS3148	|	28
	HOL:2ABS3150	|	35
	HOL:2ABS3151	|	496
	HOL:2ABS3153	|	30
	HOL:2ABS3154	|	44
	HOL:2ABS3157	|	61
	HOL:2ABS3158	|	61
	HOL:2ABS3159	|	74
	HOL:2ABS3160	|	74
	HOL:2ABS3164	|	28
	HOL:2ABS3165	|	28
	HOL:2ABS3176	|	300
	HOL:2ABS3177	|	473
	HOL:2ABS3178	|	503
	HOL:2ABS3184	|	32
	HOL:2ABS3185	|	44
	HOL:2ABS3186	|	22
	HOL:2ABS3187	|	51
	HOL:2ABS3188	|	50
	HOL:2ABS3197	|	25
	HOL:2ABS3199	|	119
	HOL:2ABS3200	|	119
	HOL:2ABS3201	|	36
	HOL:2ABS3203	|	148
	HOL:2ABS3204	|	51
	HOL:2ABS3205	|	51
	HOL:2ABS3206	|	18
	HOL:2ABS3216	|	32
	HOL:2ABS3228	|	44
	HOL:2ABS3230	|	17
	HOL:2ABS3231	|	17
	HOL:2ABS3232	|	32
	HOL:2ABS3233	|	32
	HOL:2ABS3252	|	78
	HOL:2ABS3255	|	201
	HOL:2ABS3256	|	10
	HOL:2ABS3257	|	10
	HOL:2ABS3269	|	101
	HOL:2ABS3275	|	65
	HOL:2ABS3282	|	68
	HOL:2ABS3283	|	29
	HOL:2ABS3295	|	12
	HOL:2ABS3297	|	302
	HOL:2ABS3298	|	594
	HOL:2ABS3299	|	593
	HOL:2ABS3300	|	593
	HOL:2ABS3301	|	267
	HOL:2ABS3302	|	267
	HOL:2ABS3303	|	192
	HOL:2ABS3311	|	640
	HOL:2ABS3323	|	297
	HOL:2ABS3334	|	57
	HOL:2ABS3345	|	102
	HOL:2ABS3368	|	61
	HOL:2ABS3371	|	84
	HOL:2ABS3373	|	15
	HOL:2ABS3388	|	308
	HOL:2ABS3443	|	22
	HOL:2ABS3444	|	9
	HOL:2ABS3474	|	16
	HOL:2ABS3475	|	15
	HOL:2ABS3481	|	31
	HOL:2ABS3498	|	4
	HOL:2ABS3501	|	54
	HOL:2ABS3503	|	10
	HOL:2ABS3504	|	4
	HOL:2ABS3508	|	54
	HOL:2ABS3510	|	10
	HOL:2ABS3512	|	5
	HOL:2ABS3519	|	1
	HOL:2ABS3523	|	8
	HOL:2ABS3546	|	14
	HOL:2ABS3555	|	24
	HOL:2ABS3568	|	53
	HOL:2ABS3569	|	53
	HOL:2ABS3618	|	8
	HOL:2ABS3622	|	8
	HOL:2ABS3637	|	13
	HOL:2ABS3644	|	48
	HOL:2ABS3645	|	48
	HOL:2ABS3652	|	9
	HOL:2ABS3653	|	33
	HOL:2ABS3677	|	34
	HOL:2ABS3678	|	28
	HOL:2ABS3679	|	2
	HOL:2ABS3701	|	5
	HOL:2ABS3702	|	15
	HOL:2ABS3703	|	20
	HOL:2ABS3745	|	59
	HOL:2ABS3751	|	13
	HOL:2ABS3752	|	13
	HOL:2ABS3981	|	4893
	HOL:2ABS4025	|	6
	HOL:2ABS4036	|	86
	HOL:2ABS4041	|	8
	HOL:2ABS4043	|	27
	HOL:2ABS4056	|	31
	HOL:2ABS4058	|	70
	HOL:2ABS4059	|	59
	HOL:2ABS4066	|	208
	HOL:2ABS4072	|	2
	HOL:2ABS4073	|	2
	HOL:2ABS4122	|	146
	HOL:2ABS4170	|	49
	HOL:2ABS4171	|	49
	HOL:2ABS4183	|	8
	HOL:2ABS4222	|	131
	HOL:2ABS4223	|	107
	HOL:2ABS4299	|	19
	HOL:2ABS4310	|	27
	HOL:2ABS4427	|	16
	HOL:2ABS4428	|	16
	HOL:2ABS4850	|	10
	HOL:2ABS4851	|	10
	HOL:2ACT0138	|	4591
	HOL:2BLS0002	|	1281
	HOL:2BLS0011	|	758
	HOL:2BLS0013	|	683
	HOL:2BLS0014	|	228
	HOL:2BLS0015	|	1729
	HOL:2BLS0019	|	526
	HOL:2BLS0020	|	434
	HOL:2BLS0021	|	164
	HOL:2BLS0022	|	53
	HOL:2BLS0023	|	13
	HOL:2BLS0025	|	6200
	HOL:2BMR0001	|	45
	HOL:2BMR0002	|	13
	HOL:2BMR0003	|	41
	HOL:2BMR0004	|	458
	HOL:2BMR0005	|	58
	HOL:2BMR0006	|	76
	HOL:2BMR0007	|	107
	HOL:2BMR0008	|	180
	HOL:2BMR0009	|	86
	HOL:2BMR0011	|	24
	HOL:2BMR0012	|	175
	HOL:2BMR0013	|	21
	HOL:2BMR0014	|	83
	HOL:2BMR0015	|	171
	HOL:2BMR0017	|	11
	HOL:2BMR0018	|	368
	HOL:2BMR0019	|	1205
	HOL:2BMR0022	|	120
	HOL:2BMR0023	|	74
	HOL:2BMR0024	|	129
	HOL:2BMR0025	|	242
	HOL:2BMR0026	|	36
	HOL:2BMR0027	|	5267
	HOL:2BMR0028	|	243
	HOL:2BMR0029	|	932
	HOL:2BMR0030	|	25
	HOL:2BMR0031	|	16
	HOL:2BMR0032	|	229
